FlightId	ProcessingTimeUtc	AirlineCode	FlightNumber	SchedDepAirportCode	SchedArrAirportCode	SchedDepartureUtc	SchedArrivalUtc	SchedDepartureLocal	SchedArrivalLocal	Status	DiversionStatus	RecoveryExists	OpAirlineCode	OpFlightNumber	AltDepAirportCode	AltArrAirportCode	OutGateLocal	OutGateUtc	OutGateAccuracy	OutGateSource	InAirLocal	InAirUtc	InAirAccuracy	InAirSource	LandedLocal	LandedUtc	LandedAccuracy	LandedSource	InGateLocal	InGateUtc	InGateAccuracy	InGateSource	DepTerminal	DepGate	CheckinCounter	ArrTerminal	ArrGate	Baggage	SvcType	AircraftType	OptionalEquipment	WeightClass	Unscheduled	SeqNumber	NumLegs	DepAirportCountryId	ArrAirportCountryId	TailNumber	RegAirlineCode	RegFlightNumber	DepScheduleStatus	ArrScheduleStatus	OriginationDateLocal	OriginationDateUtc	DomIntDep	DomIntArr	PrevFltAirlineCode	PrevFltNumber	PrevFltSchedArrLocal	PrevFltSchedArrUtc	PrevFltMethod	Suffix	AircraftOwner	IsGeneralAviation	SchedDepAptNS	SchedArrAptNS	AltDepAptNS	AltArrAptNS	DepDelayCode	ArrDelayCode	UpStreamLegs	DownStreamLegs	NewToFlightWindow	StatusChange	PreviousStatus	DiversionStatusChange	PreviousDiversionStatus	OutGateUtcChange	PreviousOutGateUtc	PreviousOutGateLocal	InAirUtcChange	PreviousInAirUtc	PreviousInAirLocal	LandingUtcChange	PreviousLandingUtc	PreviousLandingLocal	InGateUtcChange	PreviousInGateUtc	PreviousInGateLocal	DepGateChange	PreviousDepGate	DepTerminalChange	PreviousDepTerminal	ArrGateChange	PreviousArrGate	ArrTerminalChange	PreviousArrTerminal	BaggageChange	PreviousBaggage	AircraftTypeChange	PreviousAircraftType	TailNumberChange	PreviousTailNumber	PrevFltChange	PreviousPrevFltAirlineCode	PreviousPrevFltNumber	OtherChange
AA3238MIACLE04131816	2017-04-13 20:28:00	AA	3238	MIA	CLE	2017-04-13 18:16	2017-04-13 21:11	2017-04-13 14:16	2017-04-13 17:11	InAir		N					2017-04-13 14:09	2017-04-13 18:09	Actual	AirlineData	2017-04-13 14:25	2017-04-13 18:25	Actual	AirlineData	2017-04-13 17:01	2017-04-13 21:01	Estimated	FlightViewData	2017-04-13 17:17	2017-04-13 21:17	Estimated	AirlineData	N	D55			A12		J	E145		L		1	1	US	US	N650AE	MQ	3238			2017-04-13	2017-04-13			AA	3726	2017-04-13 13:30	2017-04-13 17:30	T		MQ		I	I			06	06														Y	2017-04-13 21:02	2017-04-13 17:02																					
AA638PHXSJC04132032	2017-04-13 20:28:00	AA	638	PHX	SJC	2017-04-13 20:32	2017-04-13 22:25	2017-04-13 13:32	2017-04-13 15:25	OutGate		N					2017-04-13 13:27	2017-04-13 20:27	Actual	AirlineData									2017-04-13 15:23	2017-04-13 22:23	Estimated	AirlineData	4	A8		A	11		J	A320		L		2	2	US	US	N649AW					2017-04-13	2017-04-13			AA	667	2017-04-13 12:48	2017-04-13 19:48	T				I	I			06	06	DTW			Y	Scheduled			Y	2017-04-13 20:32	2017-04-13 13:32							Y	2017-04-13 22:28	2017-04-13 15:28																		
UC1106SCLMIA04131126	2017-04-13 20:28:00	UC	1106	SCL	MIA	2017-04-13 11:26	2017-04-13 19:23	2017-04-13 08:26	2017-04-13 15:23	InAir		N									2017-04-13 09:43	2017-04-13 12:43	Actual	FlightViewData	2017-04-13 16:51	2017-04-13 20:51	Estimated	FlightViewData												B763		L	Y			CL	US																		I	I								Y	Delayed						Y			Y																							
AA776PHXPHL04131910	2017-04-13 20:28:00	AA	776	PHX	PHL	2017-04-13 19:10	2017-04-13 23:46	2017-04-13 12:10	2017-04-13 19:46	InAir		N					2017-04-13 12:07	2017-04-13 19:07	Actual	AirlineData	2017-04-13 12:22	2017-04-13 19:22	Actual	AirlineData	2017-04-13 19:22	2017-04-13 23:22	Estimated	FlightViewData	2017-04-13 19:32	2017-04-13 23:32	Estimated	AirlineData	4	A21		A	A22	2	J	A321		L		1	1	US	US	N917UY					2017-04-13	2017-04-13			AA	600	2017-04-13 11:16	2017-04-13 18:16	T				I	I			06	06														Y	2017-04-13 23:23	2017-04-13 19:23																					
AA1673PHLRSW04131939	2017-04-13 20:28:00	AA	1673	PHL	RSW	2017-04-13 19:39	2017-04-13 22:32	2017-04-13 15:39	2017-04-13 18:32	InAir		N					2017-04-13 15:31	2017-04-13 19:31	Actual	AirlineData	2017-04-13 15:52	2017-04-13 19:52	Actual	AirlineData	2017-04-13 18:07	2017-04-13 22:07	Estimated	FlightViewData	2017-04-13 18:05	2017-04-13 22:05	Estimated	AirlineData	C	C27			D3	9	J	A320		L		1	1	US	US	N124US					2017-04-13	2017-04-13			AA	1685	2017-04-13 14:40	2017-04-13 18:40	T				I	I			06	06														Y	2017-04-13 22:06	2017-04-13 18:06																					
AA2440BZEMIA04131909	2017-04-13 20:28:00	AA	2440	BZE	MIA	2017-04-13 19:09	2017-04-13 21:15	2017-04-13 13:09	2017-04-13 17:15	InAir		N					2017-04-13 13:23	2017-04-13 19:23	Actual	AirlineData	2017-04-13 13:34	2017-04-13 19:34	Actual	AirlineData					2017-04-13 17:25	2017-04-13 21:25	Estimated	AirlineData		5A		N	D33	CD	J	A319		L		1	1	BZ	US	N9011P					2017-04-13	2017-04-13											I	I			06	06																	Y	2017-04-13 21:27	2017-04-13 17:27																		
AA3516YYZORD04131910	2017-04-13 20:28:00	AA	3516	YYZ	ORD	2017-04-13 19:10	2017-04-13 21:00	2017-04-13 15:10	2017-04-13 16:00	InAir		N					2017-04-13 15:02	2017-04-13 19:02	Actual	AirlineData	2017-04-13 15:16	2017-04-13 19:16	Actual	AirlineData	2017-04-13 15:28	2017-04-13 20:28	Estimated	FlightViewData	2017-04-13 15:44	2017-04-13 20:44	Estimated	AirlineData	3	A9		T3	G21	9	J	E145		L		1	1	CA	US	N679AE	MQ	3516			2017-04-13	2017-04-13									MQ		I	I			06	06														Y	2017-04-13 20:26	2017-04-13 15:26																					
AA5735DFWPNS04131842	2017-04-13 20:28:00	AA	5735	DFW	PNS	2017-04-13 18:42	2017-04-13 20:23	2017-04-13 13:42	2017-04-13 15:23	InAir		N					2017-04-13 13:56	2017-04-13 18:56	Actual	AirlineData	2017-04-13 14:12	2017-04-13 19:12	Actual	AirlineData	2017-04-13 15:30	2017-04-13 20:30	Estimated	FlightViewData	2017-04-13 15:36	2017-04-13 20:36	Estimated	AirlineData	B	B9			7	2	J	CRJ9		L		1	2	US	US	N908FJ	YV	5735			2017-04-13	2017-04-13			AA	5917	2017-04-13 12:57	2017-04-13 17:57	T		YV		I	I			06	06		DFW												Y	2017-04-13 20:29	2017-04-13 15:29																					
AA429SFOPHX04131915	2017-04-13 20:28:00	AA	429	SFO	PHX	2017-04-13 19:15	2017-04-13 21:18	2017-04-13 12:15	2017-04-13 14:18	InAir		N					2017-04-13 12:23	2017-04-13 19:23	Actual	AirlineData	2017-04-13 12:41	2017-04-13 19:41	Actual	AirlineData	2017-04-13 14:07	2017-04-13 21:07	Estimated	FlightViewData	2017-04-13 14:17	2017-04-13 21:17	Estimated	AirlineData	1	45B		4	A18		J	A321		L		1	2	US	US	N509AY					2017-04-13	2017-04-13											I	I			06	06		ORD												Y	2017-04-13 21:09	2017-04-13 14:09																					
AA2413SEADFW04132031	2017-04-13 20:28:00	AA	2413	SEA	DFW	2017-04-13 20:31	2017-04-14 00:33	2017-04-13 13:31	2017-04-13 19:33	OutGate		N					2017-04-13 13:27	2017-04-13 20:27	Actual	AirlineData									2017-04-13 19:30	2017-04-14 00:30	Estimated	AirlineData		D9		A	A29	A28	J	A321		L		1	1	US	US	N931AM					2017-04-13	2017-04-13			AA	1349	2017-04-13 12:41	2017-04-13 19:41	T				I	I			06	06				Y	Scheduled			Y	2017-04-13 20:31	2017-04-13 13:31							Y	2017-04-14 00:34	2017-04-13 19:34																		
AA723PHLSFO04131955	2017-04-13 20:28:00	AA	723	PHL	SFO	2017-04-13 19:55	2017-04-14 02:05	2017-04-13 15:55	2017-04-13 19:05	InAir		N					2017-04-13 15:52	2017-04-13 19:52	Actual	AirlineData	2017-04-13 16:16	2017-04-13 20:16	Actual	AirlineData	2017-04-13 19:01	2017-04-14 02:01	Estimated	FlightViewData	2017-04-13 19:09	2017-04-14 02:09	Estimated	AirlineData	A	A2		1	45B	1	J	A321		L		2	2	US	US	N916US					2017-04-13	2017-04-13			AA	1915	2017-04-13 14:46	2017-04-13 18:46	T				I	I			06	06	DUB													Y	2017-04-14 02:02	2017-04-13 19:02																					
AA2281DFWDSM04132142	2017-04-13 20:28:00	AA	2281	DFW	DSM	2017-04-13 21:42	2017-04-13 23:33	2017-04-13 16:42	2017-04-13 18:33	Delayed		N					2017-04-13 17:25	2017-04-13 22:25	Estimated	AirlineData									2017-04-13 19:18	2017-04-14 00:18	Estimated	AirlineData	C	C15			C6		J	M80				1	2	US	US	N9615W					2017-04-13	2017-04-13											I	I			06	06		DFW															Y	2017-04-14 00:16	2017-04-13 19:16																		
AA232DFWATL04131925	2017-04-13 20:28:00	AA	232	DFW	ATL	2017-04-13 19:25	2017-04-13 21:29	2017-04-13 14:25	2017-04-13 17:29	InAir		N					2017-04-13 14:19	2017-04-13 19:19	Actual	AirlineData	2017-04-13 14:34	2017-04-13 19:34	Actual	AirlineData	2017-04-13 17:10	2017-04-13 21:10	Estimated	FlightViewData	2017-04-13 17:22	2017-04-13 21:22	Estimated	AirlineData	C	C2		N	T10	9	J	A321		L		1	2	US	US	N144AN					2017-04-13	2017-04-13			AA	2450	2017-04-13 13:13	2017-04-13 18:13	T				I	I			06	06		DFW												Y	2017-04-13 21:08	2017-04-13 17:08																					
B6904RSWBDL04131723	2017-04-13 20:28:00	B6	904	RSW	BDL	2017-04-13 17:23	2017-04-13 20:18	2017-04-13 13:23	2017-04-13 16:18	InAir		N					2017-04-13 15:50	2017-04-13 19:50	Actual	AirlineData	2017-04-13 16:00	2017-04-13 20:00	Actual	AirlineData	2017-04-13 18:31	2017-04-13 22:31	Estimated	FlightViewData	2017-04-13 18:47	2017-04-13 22:47	Estimated	AirlineData		D6			3		J	A320		L		1	1	US	US	N508JL					2017-04-13	2017-04-13			B6	211	2017-04-13 12:42	2017-04-13 16:42	T				I	I																		Y	2017-04-13 22:33	2017-04-13 18:33																					
AA4428MSYCLT04131906	2017-04-13 20:28:00	AA	4428	MSY	CLT	2017-04-13 19:06	2017-04-13 21:10	2017-04-13 14:06	2017-04-13 17:10	InAir		N					2017-04-13 14:00	2017-04-13 19:00	Actual	AirlineData	2017-04-13 14:13	2017-04-13 19:13	Actual	AirlineData	2017-04-13 16:40	2017-04-13 20:40	Estimated	FlightViewData	2017-04-13 17:03	2017-04-13 21:03	Estimated	AirlineData		C16			C5	C	J	E75S		L		1	2	US	US	N133HQ	YX	4428			2017-04-13	2017-04-13			AA	4516	2017-04-13 13:25	2017-04-13 18:25	T		YX		I	I			06	06		EYW												Y	2017-04-13 20:42	2017-04-13 16:42																					
AA2196SJOMIA04131838	2017-04-13 20:28:00	AA	2196	SJO	MIA	2017-04-13 18:38	2017-04-13 21:45	2017-04-13 12:38	2017-04-13 17:45	InAir		N					2017-04-13 12:25	2017-04-13 18:25	Actual	AirlineData	2017-04-13 12:43	2017-04-13 18:43	Actual	AirlineData					2017-04-13 17:13	2017-04-13 21:13	Estimated	AirlineData	1	11		CE	E2	CD	J	B738		L		1	1	CR	US	N968NN					2017-04-13	2017-04-13											I	I			06	06																	Y	2017-04-13 21:14	2017-04-13 17:14																		
AA253LAXOGG04131525	2017-04-13 20:28:00	AA	253	LAX	OGG	2017-04-13 15:25	2017-04-13 21:27	2017-04-13 08:25	2017-04-13 11:27	InAir		N					2017-04-13 08:21	2017-04-13 15:21	Actual	AirlineData	2017-04-13 08:46	2017-04-13 15:46	Actual	AirlineData	2017-04-13 11:13	2017-04-13 21:13	Estimated	FlightViewData	2017-04-13 11:16	2017-04-13 21:16	Estimated	AirlineData	4	42B			39	3	J	A321		L		1	1	US	US	N133AN					2017-04-13	2017-04-13											I	I			06	06																	Y	2017-04-13 21:19	2017-04-13 11:19																		
HA452ASYDHNL04131125	2017-04-13 20:28:00	HA	452A	SYD	HNL	2017-04-13 11:25	2017-04-13 21:01	2017-04-13 21:25	2017-04-13 11:01	InAir		N									2017-04-13 21:35	2017-04-13 11:35	Actual	FlightViewData	2017-04-13 10:50	2017-04-13 20:50	Estimated	FlightViewData												A332		L	Y			AU	US																		I	I																		Y	2017-04-13 20:52	2017-04-13 10:52																					
AA110LAXORD04131635	2017-04-13 20:28:00	AA	110	LAX	ORD	2017-04-13 16:35	2017-04-13 21:02	2017-04-13 09:35	2017-04-13 16:02	Landed		N					2017-04-13 09:30	2017-04-13 16:30	Actual	AirlineData	2017-04-13 09:53	2017-04-13 16:53	Actual	AirlineData	2017-04-13 15:27	2017-04-13 20:27	Actual	AirlineData	2017-04-13 15:45	2017-04-13 20:45	Estimated	AirlineData	B	155		T3	K6	4	J	A321		L		1	2	US	US	N134AN					2017-04-13	2017-04-13			AA	2452	2017-04-12 23:38	2017-04-13 06:38	T				I	I			06	06		FCO		Y	InAir									Y	2017-04-13 20:35	2017-04-13 15:35	Y	2017-04-13 20:40	2017-04-13 15:40																		
AA1525PDXDFW04131902	2017-04-13 20:28:00	AA	1525	PDX	DFW	2017-04-13 19:02	2017-04-13 22:52	2017-04-13 12:02	2017-04-13 17:52	InAir		N					2017-04-13 11:55	2017-04-13 18:55	Actual	AirlineData	2017-04-13 12:09	2017-04-13 19:09	Actual	AirlineData	2017-04-13 17:27	2017-04-13 22:27	Estimated	FlightViewData	2017-04-13 17:44	2017-04-13 22:44	Estimated	AirlineData		C17		C	C36	C31	J	B738		L		1	1	US	US	N938NN					2017-04-13	2017-04-13											I	I			06	06														Y	2017-04-13 22:29	2017-04-13 17:29																					
AA4132PHFCLT04132018	2017-04-13 20:28:00	AA	4132	PHF	CLT	2017-04-13 20:18	2017-04-13 21:40	2017-04-13 16:18	2017-04-13 17:40	InAir		N					2017-04-13 16:08	2017-04-13 20:08	Actual	AirlineData	2017-04-13 16:19	2017-04-13 20:19	Actual	AirlineData	2017-04-13 17:14	2017-04-13 21:14	Estimated	FlightViewData	2017-04-13 17:28	2017-04-13 21:28	Estimated	AirlineData		B3			E27	E	J	CRJ2		L		1	2	US	US	N428AW	ZW	4132			2017-04-13	2017-04-13			AA	4131	2017-04-13 15:41	2017-04-13 19:41	T		ZW		I	I			06	06		EWN												Y	2017-04-13 21:09	2017-04-13 17:09																					
DL1076BOSDTW04131836	2017-04-13 20:28:00	DL	1076	BOS	DTW	2017-04-13 18:36	2017-04-13 21:00	2017-04-13 14:36	2017-04-13 17:00	InAir		N					2017-04-13 14:34	2017-04-13 18:34	Actual	AirlineData	2017-04-13 14:56	2017-04-13 18:56	Actual	AirlineData	2017-04-13 16:30	2017-04-13 20:30	Estimated	FlightViewData	2017-04-13 16:43	2017-04-13 20:43	Estimated	AirlineData	A	A6		EM	A19		J	B712		L		1	1	US	US	N958AT					2017-04-13	2017-04-13			DL	158	2017-04-13 14:01	2017-04-13 18:01	T				I	I			06	06														Y	2017-04-13 20:31	2017-04-13 16:31																					
AA88MIALGA04131755	2017-04-13 20:28:00	AA	88	MIA	LGA	2017-04-13 17:55	2017-04-13 20:57	2017-04-13 13:55	2017-04-13 16:57	InAir		N					2017-04-13 13:53	2017-04-13 17:53	Actual	AirlineData	2017-04-13 14:19	2017-04-13 18:19	Actual	AirlineData	2017-04-13 16:53	2017-04-13 20:53	Estimated	FlightViewData	2017-04-13 16:53	2017-04-13 20:53	Estimated	AirlineData	CE	E11		B	D6	C	J	B738		L		1	1	US	US	N837NN					2017-04-13	2017-04-13			AA	1091	2017-04-13 12:42	2017-04-13 16:42	T				I	I			06	06														Y	2017-04-13 20:51	2017-04-13 16:51																					
AA463LASCLT04131825	2017-04-13 20:28:00	AA	463	LAS	CLT	2017-04-13 18:25	2017-04-13 22:47	2017-04-13 11:25	2017-04-13 18:47	InAir		N					2017-04-13 11:16	2017-04-13 18:16	Actual	AirlineData	2017-04-13 11:29	2017-04-13 18:29	Actual	AirlineData	2017-04-13 18:12	2017-04-13 22:12	Estimated	FlightViewData	2017-04-13 18:26	2017-04-13 22:26	Estimated	AirlineData	1	D7			C17	C	J	A321		L		1	2	US	US	N191UW					2017-04-13	2017-04-13			AA	536	2017-04-13 10:22	2017-04-13 17:22	T				I	I			06	06		PVD												Y	2017-04-13 22:16	2017-04-13 18:16																					
AA3449LGACVG04131816	2017-04-13 20:28:00	AA	3449	LGA	CVG	2017-04-13 18:16	2017-04-13 20:26	2017-04-13 14:16	2017-04-13 16:26	Landed		N					2017-04-13 14:39	2017-04-13 18:39	Actual	AirlineData	2017-04-13 14:49	2017-04-13 18:49	Actual	AirlineData	2017-04-13 16:27	2017-04-13 20:27	Actual	FlightViewData	2017-04-13 16:45	2017-04-13 20:45	Estimated	AirlineData	B	C3		3	A7	6	J	E145		L		1	2	US	US	N942LL	MQ	3449			2017-04-13	2017-04-13			AA	3751	2017-04-13 13:30	2017-04-13 17:30	T		MQ		I	I			06	06		LGA		Y	InAir									Y	2017-04-13 20:27	2017-04-13 16:27																					
DL1790SATATL04131852	2017-04-13 20:28:00	DL	1790	SAT	ATL	2017-04-13 18:52	2017-04-13 21:10	2017-04-13 13:52	2017-04-13 17:10	InAir		N					2017-04-13 13:50	2017-04-13 18:50	Actual	AirlineData	2017-04-13 14:05	2017-04-13 19:05	Actual	AirlineData	2017-04-13 16:56	2017-04-13 20:56	Estimated	FlightViewData	2017-04-13 17:03	2017-04-13 21:03	Estimated	AirlineData	A	A2		S	A20		J	B752		L		2	2	US	US	N635DL					2017-04-13	2017-04-13			DL	1790	2017-04-13 13:00	2017-04-13 18:00	T				I	I			06	06	ATL																Y	2017-04-13 21:05	2017-04-13 17:05																		
AA552MCIPHX04131955	2017-04-13 20:28:00	AA	552	MCI	PHX	2017-04-13 19:55	2017-04-13 22:46	2017-04-13 14:55	2017-04-13 15:46	OutGate		N					2017-04-13 14:48	2017-04-13 19:48	Actual	AirlineData	2017-04-13 15:35	2017-04-13 20:35	Estimated	AirlineData	2017-04-13 15:58	2017-04-13 22:58	Estimated	AirlineData	2017-04-13 16:05	2017-04-13 23:05	Estimated	AirlineData	C	83		4	A6		J	A320		L		1	2	US	US	N665AW					2017-04-13	2017-04-13			AA	592	2017-04-13 13:36	2017-04-13 18:36	T				I	I			06	06		SMF									Y			Y			Y	2017-04-13 22:32	2017-04-13 15:32																		
AA2279ORDDEN04131916	2017-04-13 20:28:00	AA	2279	ORD	DEN	2017-04-13 19:16	2017-04-13 21:55	2017-04-13 14:16	2017-04-13 15:55	InAir		N					2017-04-13 14:28	2017-04-13 19:28	Actual	AirlineData	2017-04-13 14:38	2017-04-13 19:38	Actual	AirlineData	2017-04-13 15:42	2017-04-13 21:42	Estimated	FlightViewData	2017-04-13 15:56	2017-04-13 21:56	Estimated	AirlineData	T3	K16			A49	17	J	B738		L		1	1	US	US	N896NN					2017-04-13	2017-04-13											I	I			06	06														Y	2017-04-13 21:40	2017-04-13 15:40																					
B6174PUJFLL04131918	2017-04-13 20:28:00	B6	174	PUJ	FLL	2017-04-13 19:18	2017-04-13 22:04	2017-04-13 15:18	2017-04-13 18:04	InAir		N					2017-04-13 15:08	2017-04-13 19:08	Actual	AirlineData	2017-04-13 15:19	2017-04-13 19:19	Actual	AirlineData	2017-04-13 17:35	2017-04-13 21:35	Estimated	FlightViewData	2017-04-13 17:48	2017-04-13 21:48	Estimated	AirlineData	A	9		4	H6	CUS	J	E190		L		1	1	DO	US	N348JB					2017-04-13	2017-04-13			B6	173	2017-04-13 14:22	2017-04-13 18:22	T				I	I																		Y	2017-04-13 21:33	2017-04-13 17:33																					
AA197BOSORD04131945	2017-04-13 20:28:00	AA	197	BOS	ORD	2017-04-13 19:45	2017-04-13 22:38	2017-04-13 15:45	2017-04-13 17:38	InAir		N					2017-04-13 15:39	2017-04-13 19:39	Actual	AirlineData	2017-04-13 15:53	2017-04-13 19:53	Actual	AirlineData	2017-04-13 17:00	2017-04-13 22:00	Estimated	FlightViewData	2017-04-13 17:21	2017-04-13 22:21	Estimated	AirlineData	B	B31		T3	K15	7	J	B738		L		1	1	US	US	N814NN					2017-04-13	2017-04-13											I	I			06	06														Y	2017-04-13 21:58	2017-04-13 16:58																					
AA981PTYMIA04131839	2017-04-13 20:28:00	AA	981	PTY	MIA	2017-04-13 18:39	2017-04-13 21:53	2017-04-13 13:39	2017-04-13 17:53	InAir		N					2017-04-13 13:29	2017-04-13 18:29	Actual	AirlineData	2017-04-13 13:49	2017-04-13 18:49	Actual	AirlineData					2017-04-13 17:30	2017-04-13 21:30	Estimated	AirlineData		08		N	D43	CD	J	B738		L		1	1	PA	US	N847NN					2017-04-13	2017-04-13			AA	1021	2017-04-13 12:41	2017-04-13 17:41	T				I	I			06	06																	Y	2017-04-13 21:33	2017-04-13 17:33																		
AA710PHXORD04131735	2017-04-13 20:28:00	AA	710	PHX	ORD	2017-04-13 17:35	2017-04-13 21:14	2017-04-13 10:35	2017-04-13 16:14	InAir		N					2017-04-13 10:28	2017-04-13 17:28	Actual	AirlineData	2017-04-13 10:48	2017-04-13 17:48	Actual	AirlineData	2017-04-13 15:43	2017-04-13 20:43	Estimated	FlightViewData	2017-04-13 16:01	2017-04-13 21:01	Estimated	AirlineData	4	A23		T3	H14	5	J	A321		L		1	1	US	US	N978UY					2017-04-13	2017-04-13			AA	568	2017-04-13 09:18	2017-04-13 16:18	T				I	I			06	06														Y	2017-04-13 20:41	2017-04-13 15:41																					
B6284MCOJFK04131953	2017-04-13 20:28:00	B6	284	MCO	JFK	2017-04-13 19:53	2017-04-13 22:39	2017-04-13 15:53	2017-04-13 18:39	InAir		N					2017-04-13 15:51	2017-04-13 19:51	Actual	AirlineData	2017-04-13 16:08	2017-04-13 20:08	Actual	AirlineData	2017-04-13 18:13	2017-04-13 22:13	Estimated	FlightViewData	2017-04-13 18:24	2017-04-13 22:24	Estimated	AirlineData	A	1		5	03	1	J	A320		L		1	1	US	US	N806JB					2017-04-13	2017-04-13			B6	1211	2017-04-13 15:06	2017-04-13 19:06	T				I	I																		Y	2017-04-13 22:14	2017-04-13 18:14																					
AA4083CAECLT04131957	2017-04-13 20:28:00	AA	4083	CAE	CLT	2017-04-13 19:57	2017-04-13 21:05	2017-04-13 15:57	2017-04-13 17:05	InAir		N					2017-04-13 15:43	2017-04-13 19:43	Actual	AirlineData	2017-04-13 16:08	2017-04-13 20:08	Actual	AirlineData	2017-04-13 16:32	2017-04-13 20:32	Estimated	FlightViewData	2017-04-13 16:59	2017-04-13 20:59	Estimated	AirlineData		6			E14	E	J	CRJ2		W		2	2	US	US	N442AW	ZW	4083			2017-04-13	2017-04-13			AA	4083	2017-04-13 15:32	2017-04-13 19:32	T		ZW		I	I			06	06	DCA													Y	2017-04-13 20:34	2017-04-13 16:34																					
B6328MCOEWR04131744	2017-04-13 20:28:00	B6	328	MCO	EWR	2017-04-13 17:44	2017-04-13 20:25	2017-04-13 13:44	2017-04-13 16:25	Landed		N					2017-04-13 14:02	2017-04-13 18:02	Actual	AirlineData	2017-04-13 14:20	2017-04-13 18:20	Actual	AirlineData	2017-04-13 16:27	2017-04-13 20:27	Actual	FlightViewData	2017-04-13 16:43	2017-04-13 20:43	Estimated	AirlineData	A	22		TA	16A		J	A320		L		1	1	US	US	N587JB					2017-04-13	2017-04-13			B6	1784	2017-04-13 12:33	2017-04-13 16:33	T				I	I								Y	InAir									Y	2017-04-13 20:32	2017-04-13 16:32																					
DL3747PHLJFK04132053	2017-04-13 20:28:00	DL	3747	PHL	JFK	2017-04-13 20:53	2017-04-13 21:59	2017-04-13 16:53	2017-04-13 17:59	Scheduled		N					2017-04-13 16:59	2017-04-13 20:59	Estimated	AirlineData									2017-04-13 17:26	2017-04-13 21:26	Estimated	AirlineData	D	D10		4	B55		J	CRJ9		L		1	1	US	US	N307PQ	9E	3747			2017-04-13	2017-04-13			DL	4180	2017-04-13 16:23	2017-04-13 20:23	T		9E		I	I			06	06								Y	2017-04-13 21:03	2017-04-13 17:03							Y	2017-04-13 21:30	2017-04-13 17:30																		
AA1379RDUCLT04132017	2017-04-13 20:28:00	AA	1379	RDU	CLT	2017-04-13 20:17	2017-04-13 21:25	2017-04-13 16:17	2017-04-13 17:25	InAir		N					2017-04-13 16:16	2017-04-13 20:16	Actual	AirlineData	2017-04-13 16:27	2017-04-13 20:27	Actual	AirlineData					2017-04-13 17:10	2017-04-13 21:10	Estimated	AirlineData	2	D9			B13	B	J	B738		L		1	2	US	US	N841NN					2017-04-13	2017-04-13			AA	2372	2017-04-13 15:32	2017-04-13 19:32	T				I	I			06	06		PHL		Y	OutGate						Y						Y	2017-04-13 21:18	2017-04-13 17:18																		
AA1037MIAEWR04131735	2017-04-13 20:28:00	AA	1037	MIA	EWR	2017-04-13 17:35	2017-04-13 20:41	2017-04-13 13:35	2017-04-13 16:41	InAir		N					2017-04-13 14:32	2017-04-13 18:32	Actual	AirlineData	2017-04-13 14:52	2017-04-13 18:52	Actual	AirlineData	2017-04-13 17:23	2017-04-13 21:23	Estimated	FlightViewData	2017-04-13 17:34	2017-04-13 21:34	Estimated	AirlineData	N	D51		A	A37	A8	J	B738		L		1	2	US	US	N933NN					2017-04-13	2017-04-13											I	I			06	06		MIA												Y	2017-04-13 21:21	2017-04-13 17:21																					
DL715ATLPHX04131813	2017-04-13 20:28:00	DL	715	ATL	PHX	2017-04-13 18:13	2017-04-13 22:27	2017-04-13 14:13	2017-04-13 15:27	InAir		N					2017-04-13 14:10	2017-04-13 18:10	Actual	AirlineData	2017-04-13 14:29	2017-04-13 18:29	Actual	AirlineData	2017-04-13 14:56	2017-04-13 21:56	Estimated	FlightViewData	2017-04-13 15:09	2017-04-13 22:09	Estimated	AirlineData	S	F10		3	23		J	B752		L		1	2	US	US	N627DL					2017-04-13	2017-04-13			DL	902	2017-04-13 13:04	2017-04-13 17:04	T				I	I			06	06		ATL												Y	2017-04-13 21:58	2017-04-13 14:58																					
AA6023OKCLAX04131954	2017-04-13 20:28:00	AA	6023	OKC	LAX	2017-04-13 19:54	2017-04-13 23:15	2017-04-13 14:54	2017-04-13 16:15	InAir		N					2017-04-13 14:53	2017-04-13 19:53	Actual	AirlineData	2017-04-13 15:15	2017-04-13 20:15	Actual	AirlineData	2017-04-13 16:08	2017-04-13 23:08	Estimated	FlightViewData	2017-04-13 16:21	2017-04-13 23:21	Estimated	AirlineData		6		5	52I	2	J	E75L		L		2	2	US	US	N207AN	CP	6023			2017-04-13	2017-04-13			AA	6023	2017-04-13 14:24	2017-04-13 19:24	T		CP		I	I			06	06	LAX													Y	2017-04-13 23:09	2017-04-13 16:09																					
EJA695FLLHPN04131806	2017-04-13 20:28:00	EJA	695	FLL	HPN	2017-04-13 18:06	2017-04-13 20:44	2017-04-13 14:06	2017-04-13 16:44	InAir		N									2017-04-13 15:20	2017-04-13 19:20	Actual	FlightViewData	2017-04-13 18:12	2017-04-13 22:12	Estimated	FlightViewData												C56X		L	Y			US	US																		I	I																		Y	2017-04-13 22:14	2017-04-13 18:14																					
FX978MEMONT04131930	2017-04-13 20:28:00	FX	978	MEM	ONT	2017-04-13 19:30	2017-04-13 23:08	2017-04-13 14:30	2017-04-13 16:08	InAir		N									2017-04-13 14:52	2017-04-13 19:52	Actual	FlightViewData	2017-04-13 16:12	2017-04-13 23:12	Estimated	FlightViewData												B763		L	Y			US	US																		I	I																		Y	2017-04-13 23:11	2017-04-13 16:11																					
